sl_no,company,country,country_code,market_cap,diversity,stock_price_2015,stock_price_2016,stock_price_2017,stock_price_2018,stock_price_2019,stock_price_2020,stock_price_2021,stock_price_2022,stock_price_2023,stock_price_2024,expense_2015,expense_2016,expense_2017,expense_2018,expense_2019,expense_2020,expense_2021,expense_2022,expense_2023,expense_2024,revenue_2015,revenue_2016,revenue_2017,revenue_2018,revenue_2019,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,market_share_2015,market_share_2016,market_share_2017,market_share_2018,market_share_2019,market_share_2020,market_share_2021,market_share_2022,market_share_2023,market_share_2024
753,Tazz,Philippines,PHP,703230000.0,95.5,2620000000.0,197240000.0,63650000.0,1920000000.0,3340000000.0,142840000.0,589800000.0,5150000000.0,258269999.99999997,58280000.0,75848619.63,25033566.82,75030851.15,99564454.99,25332687.42,13480054.23,61455420.41,65352063.55,74329415.13,30667127.14,73520305.35,60562676.95,21774516.07,38648863.14,86398312.3,47765260.38,86406068.0,52610737.43,82727213.77,77162256.75,65.82,54.96,46.31,78.51,93.5,96.18,39.24,24.56,62.64,55.35
878,Jaxworks,China,CNY,776780000.0,28.2,2620000000.0,581320000.0,932440000.0,30920000.0,62000000.0,8289999999.999999,10830000.0,36170000000.0,0.0,0.0,56029367.62,42858210.11,2306691.98,63638603.73,90794872.83,79282370.66,40966783.08,28262960.82,95159771.09,92964360.36,26225222.07,87335125.86,34351465.59,95533207.42,49804387.51,9427724.78,24202184.61,25610009.36,39082986.99,52592126.63,59.92,73.66,35.04,87.31,46.12,3.17,28.99,55.68,64.94,4.38
769,Zoonoodle,China,CNY,3680000000.0,71.5,26320000000.0,0.0,0.0,434290000.0,0.0,0.0,4420000000.0,330000000.0,587960000.0,10720000.0,88140610.96,66279665.73,1911539.72,47453500.28,17291993.42,95224482.99,13617757.81,12357065.34,87978432.02,35078377.31,22487370.59,37863135.68,11169972.6,28146307.9,99881307.89,66788693.94,94766139.83,65630151.24,17055798.19,11642870.41,28.74,2.4,52.96,73.5,26.83,10.93,52.52,69.48,31.95,79.01
217,Jazzy,China,CNY,741610000.0,68.3,263570000.0,2100000000.0,298590000.0,33540000.0,211520000.0,656340000.0,1590000000.0,513320000.00000006,111600000.0,2770000000.0,84844860.01,82448747.88,91117671.3,33383375.73,15287679.32,1645415.87,82558091.33,78602895.9,5971384.44,96975769.01,45045614.97,43127306.85,15851190.36,53725245.26,46574768.19,97987652.73,67601070.8,91687850.1,61213968.17,71281565.54,86.17,7.11,46.83,81.3,67.4,24.31,51.32,31.63,43.04,26.91
623,Feedfire,Indonesia,IDR,161770000.0,34.2,264019999.99999997,22170000.0,122850000000.0,288600000.0,355740000.0,2390000000.0,162110000.0,9550000000.0,20950000.0,1240000000.0,96605750.5,29181324.15,73366568.4,64203779.63,80969251.98,22110639.01,76135284.44,58112165.74,8714158.35,60975440.31,61552288.05,45928354.37,91515707.14,51063647.55,62986087.68,84599143.12,27519001.01,71005605.79,27330217.23,31703127.38,76.28,88.14,87.08,17.62,63.08,48.84,72.7,32.4,99.76,6.37
389,Miboo,Thailand,THB,14440000000.0,59.0,26410000000.0,67580000.0,468650000.0,1040000000.0,63600000.0,2049999999.9999998,0.0,200650000.0,781270000.0,1170000000.0,41964981.81,54264438.65,54597917.97,71845037.36,15766434.68,28655595.69,33833231.08,95518768.01,30108769.77,63994613.32,78315312.53,56331734.97,69301854.85,26772437.85,3109271.06,48993761.99,62211488.36,9635391.37,75807353.74,52871050.09,39.07,14.64,85.71,85.88,94.31,71.73,42.74,9.69,21.16,1.12
508,Devpulse,China,CNY,9390000000.0,32.0,264230000.00000003,3430000000.0,52750000.0,37260000.0,0.0,97190000.0,737590000.0,1690000000.0,34260000.0,32740000000.000004,63673514.24,2511698.85,46741586.21,74436448.2,90082572.34,75905796.73,81649022.86,89471155.38,67504449.15,75762441.79,79518767.32,90567751.8,25297363.32,60933671.74,64033540.66,53253943.72,29142646.39,99682067.57,99129328.46,37986687.88,42.69,59.28,88.78,46.41,52.87,83.56,85.01,90.03,82.61,39.9
854,Latz,Indonesia,IDR,10770000000.0,59.9,264230000.00000003,326610000.0,34259999999.999996,1110000000.0,29150000.0,0.0,390460000.0,0.0,702500000.0,9370000000.0,58455090.61,51399532.33,36627775.14,27261866.83,5231250.37,47537537.04,4897966.18,35064234.62,51410108.97,46142334.68,65566158.18,30893746.37,79293647.54,4298449.15,54143480.68,90029014.41,9180323.98,10013443.85,51080171.55,40924331.16,5.42,93.29,36.18,22.9,8.93,92.39,90.35,49.28,94.45,66.83
536,Jabbersphere,France,EUR,44140000000.0,95.7,26420000000.0,16140000.0,29390000.0,0.0,0.0,2080000000.0,0.0,3900000000.0,15620000.0,48400000.0,17192624.9,97482460.82,22686164.87,9340371.7,28480263.13,32643678.32,87640213.46,48100482.33,66554054.55,31553799.36,73290026.9,75173193.17,15661853.54,55780438.33,70951126.51,52962875.3,66148406.45,24690320.88,56869377.41,2084224.73,68.64,12.2,91.4,89.04,5.93,7.59,27.05,13.46,81.08,49.94
228,Gabcube,China,CNY,17260000000.0,42.0,2650000000.0,9710000000.0,48910000.0,816590000.0,29170000.0,194940000.0,3400000000.0,0.0,758660000.0,172020000.0,47238677.97,66180569.21,73647419.97,21416109.57,70674111.03,65444531.03,55576539.29,37246337.33,88944921.57,5275172.96,38659313.45,30186646.69,83238859.53,95033994.22,93612916.63,6458539.21,55590925.76,85113695.41,11969130.29,89919440.73,31.82,13.17,13.43,96.73,47.75,74.84,1.93,52.21,41.96,15.46
308,Edgetag,Ukraine,UAH,589800000.0,56.7,2650000000.0,3530000000.0,87970000000.0,885730000.0,10200000000.0,8510000000.0,3740000000.0,219920000.0,8279999999.999999,34730000.0,2388759.38,26524006.11,14485507.84,22380832.83,66560245.09,24731610.92,15744147.79,61730525.09,54577721.36,37994014.63,86768486.38,62914504.25,74674230.46,31553532.53,76960815.67,75997041.47,81400316.44,99607538.15,61992493.51,51367350.95,66.38,91.56,46.48,44.05,27.43,35.38,29.81,12.53,88.82,14.29
582,Dazzlesphere,Brazil,BRL,14270000000.0,77.4,266899999.99999997,7930000000.0,2650000000.0,1030000000.0,4770000.0,402820000.0,52470000000.0,107030000.0,23910000000.0,0.0,3648309.29,93331643.74,1060226.12,30639963.41,66089554.73,64791812.54,44521448.01,47190408.8,2582974.24,33559709.94,74389486.73,35668252.97,43827167.07,89839080.32,12708266.84,97860928.02,68622428.04,2276799.96,83188428.14,90919577.88,68.7,64.41,48.79,24.57,52.13,79.5,25.16,64.65,41.99,44.96
495,Eayo,Sweden,SEK,488080000.0,60.5,2670000000.0,0.0,568570000.0,53160000000.0,282310000.0,202440000.0,43940000.0,7220000000.0,707250000.0,4820000000.0,31485468.42,93162563.3,80657000.85,26354180.47,78304160.13,47542073.01,65960054.59,76036632.71,40653636.25,68521817.82,7554137.8,12473393.75,73831009.4,53461235.5,15949015.24,3037200.17,16516022.99,27193653.76,98060654.9,50187607.67,51.73,2.03,66.55,6.78,88.41,79.32,32.12,85.38,23.1,81.77
383,Plambee,Nigeria,NGN,669590000.0,89.2,2670000000.0,800410000.0,3100000000.0,117990000000.0,0.0,10900000.0,4840000000.0,262250000.0,12360000.0,4720000000.0,91412936.85,75151286.05,88479029.28,11883576.18,15224800.25,61325439.17,2302678.2,91946021.68,54450790.98,82004460.67,37497899.66,90017185.68,88503582.14,84075280.46,79619221.0,99536053.07,66536992.77,29632604.88,32014812.56,76071085.65,82.68,35.4,16.59,99.34,97.29,36.01,94.83,58.89,97.67,75.46
983,Meevee,Honduras,HNL,69290000.0,37.2,2670000000.0,1600000000.0,705830000.0,0.0,499790000.0,875690000.0,0.0,177280000.0,151170000.0,24060000000.0,11965474.45,44345104.86,68656987.27,85209694.61,86818728.27,62326838.0,10383009.7,50492356.44,80188183.43,4577320.1,94832705.29,37502154.99,28885558.97,21136680.3,4529775.81,74045271.38,57342149.74,43033411.7,75716403.36,51181597.24,14.29,9.31,54.61,57.94,39.69,70.52,6.01,86.31,59.64,52.24
666,Npath,Thailand,THB,0.0,74.4,2680000000.0,42370000.0,850590000.0,0.0,185980000.0,0.0,2880000000.0,417850000.0,230630000.0,180820000.0,58861469.83,14159841.15,86657133.85,87111715.19,68500197.23,12957454.81,43975029.66,69045546.05,69719931.32,20615468.79,6780008.19,6364833.16,20337212.17,94329456.6,47952954.37,73985111.98,96229566.66,42004534.05,43616805.76,8250186.87,4.13,47.52,7.51,84.8,44.41,12.57,16.2,85.6,85.17,14.64
963,Skinte,Canada,CAD,3250000.0,60.8,269580000.0,522679999.99999994,6280000000.0,16160000.0,334830000.0,1590000000.0,27680000000.0,703550000.0,9010000.0,1740000000.0,85285166.76,1967436.73,46248028.53,13562419.24,43660289.52,66802634.23,36006898.53,59290571.7,75814124.96,14083130.61,4042690.07,51091653.65,38282255.44,15698607.19,26201753.68,79200609.74,57534755.75,17827138.47,73481989.47,90882498.41,57.82,83.63,5.29,61.32,87.38,64.76,32.37,24.42,31.77,51.38
527,Wikizz,Slovenia,EUR,0.0,52.6,270260000.0,738700000.0,4320000000.0,389620000.0,0.0,1480000000.0,959790000.0,2710000000.0,24350000.0,446850000.0,87408458.57,88819580.81,66720663.87,88940450.83,38750373.42,95070527.38,15139946.08,51720715.27,31051090.94,95110455.08,55502944.29,92569103.79,84252847.89,88154661.97,61905162.34,16922184.32,16204439.78,84706437.43,67357044.05,44163550.72,53.94,81.33,16.37,64.5,30.11,86.27,10.59,88.6,67.22,70.2
163,Leenti,China,CNY,1430000000.0,36.9,27140000000.0,1350000000.0,180270000.0,0.0,6550000000.0,89350000.0,28080000.0,719350000.0,102600000.0,6180000000.0,95474633.16,48347410.24,7006407.93,34185379.33,28016791.01,84595841.2,6444305.63,2437801.23,16976755.66,892579.66,77574476.58,64995847.24,80000384.92,49948120.1,36161113.91,68648936.96,41598235.45,21857199.29,67193916.99,17016000.04,20.76,68.58,12.43,98.28,52.13,7.2,35.25,78.29,51.96,62.49
315,Trilia,Costa Rica,CRC,0.0,70.8,27570000.0,535950000.00000006,2150000000.0,1740000000.0,14190000000.0,48310000.0,14730000.0,19070000.0,2610000.0,1650000000.0,97365961.9,62719671.58,49656048.18,9557776.46,69216162.16,22475269.78,84986951.05,39339881.4,77588559.71,67523964.34,85137853.28,4893335.01,57952032.12,58120289.11,3559478.02,9113904.44,7530361.94,95828724.48,62033288.44,32265838.62,49.61,90.19,64.86,79.58,38.16,36.78,90.32,28.3,12.24,31.07
351,Jabberbean,Zimbabwe,ZWL,1210000000.0,38.2,27590000.0,37040000000.0,0.0,15820000.0,3510000000.0,0.0,0.0,1050000000.0,1250000.0,0.0,50596442.92,18078031.07,7160288.04,84446890.99,63415514.85,76111413.45,41165621.48,79182739.7,53750849.35,23230626.81,63191664.27,3698896.23,23225149.52,49799859.28,92116987.9,62922656.85,985417.99,38696420.44,63902644.2,96367814.95,74.99,89.16,55.29,49.45,53.43,92.74,54.4,61.04,52.28,32.24
533,Muxo,North Korea,KPW,11890000.0,81.6,276590000.0,0.0,393680000.0,12410000000.0,63600000.0,695100000.0,79480000.0,113570000.0,220310000.0,1100000000.0,73467185.56,34373799.09,96885251.48,82003314.0,22945471.68,27467866.76,80364781.85,94810816.68,868251.64,28984842.23,63272187.69,12204022.91,84672648.99,60369191.38,64424697.12,5725590.32,55160538.34,76801155.72,95121220.6,82217403.34,4.86,97.84,34.14,19.47,39.53,82.35,69.5,5.82,6.2,62.9
191,Feedmix,Albania,ALL,1190000000.0,51.9,276700000.0,312500000.0,17980000000.0,420140000.0,120190000.0,28040000.0,0.0,462710000.0,12620000000.0,0.0,21320092.46,26779133.02,31301492.8,11969449.83,51162838.11,71293825.37,55348403.21,44870890.88,74084194.79,55160825.25,86011171.53,37838157.71,30391457.99,59789674.38,21513414.83,55302045.28,41065182.21,52054166.39,53772275.31,12870113.58,47.64,11.79,47.16,40.89,72.98,24.09,65.55,25.81,8.31,84.74
643,Photolist,Malta,EUR,220340000.0,86.9,276700000.0,10350000.0,0.0,373180000.0,252500000.0,58280000.0,19420000.0,1110000000.0,200830000.0,0.0,73730686.15,22635758.79,96816454.07,91721675.42,58895384.91,54231532.78,83808701.85,54881475.85,85456940.1,12384928.88,44969720.34,60227059.1,43744047.35,60004793.22,94228456.0,23480703.39,28698414.69,12120854.52,90943008.64,82383772.86,36.77,43.85,83.06,8.52,64.13,3.04,24.38,17.69,61.44,68.9
947,Linkbuzz,Poland,PLN,145490000.0,92.7,2770000000.0,1330000000.0,188590000.0,2420000000.0,0.0,5790000000.0,4550000000.0,0.0,1470000000.0,2240000000.0,24164679.49,85486528.04,75544868.18,75476634.24,10917730.02,72610173.96,16502296.43,46546677.21,93072015.61,70102847.25,57458597.14,74726887.46,58344611.81,66213838.08,97235618.15,46653680.72,42954735.41,52255794.62,88281718.45,28926991.9,10.61,13.13,70.57,99.99,63.03,28.21,53.08,65.17,39.76,64.94
473,Photobean,Nigeria,NGN,1590000000.0,79.5,2780000000.0,379990000.0,123380000.0,2610000000.0,1020000000.0,70550000.0,760100000.0,0.0,35470000.0,306090000.0,71222538.53,31055682.32,90269962.87,54760910.22,63914289.46,20928200.74,18141806.64,2737023.86,24430026.32,71900932.05,6334920.26,80148912.17,51480864.2,31712282.6,69013222.11,49603881.06,60564932.7,18543410.12,88428495.48,42495037.43,85.16,16.42,18.97,29.62,37.48,32.72,24.92,45.85,25.71,34.79
213,Feedmix,China,CNY,0.0,29.2,2780000000.0,683540000.0,1270000000.0,33030000000.0,0.0,400410000.0,0.0,1050000000.0,4450000000.0,0.0,8285811.15,64885249.9,64974875.25,56372878.38,33702889.54,76760181.75,99529216.05,10988594.14,31032895.8,28574821.34,45323417.91,54561940.65,69519962.41,60601696.01,13179323.75,17553164.87,98715341.19,8508088.3,14026443.96,9535704.2,95.58,87.27,71.92,44.36,99.58,92.74,4.93,21.89,46.5,24.25
136,Feedfish,Brazil,BRL,0.0,67.5,27990000.0,1550000000.0,1040000.0,2080000000.0,0.0,39270000000.0,725750000.0,358850000.0,33509999999.999996,34340000000.000004,33654531.76,30641311.63,65477151.37,66050067.32,15544654.45,36617672.66,28003739.8,97227836.33,39762635.84,37409365.71,84617550.25,40294618.37,92497424.12,90928931.67,27239095.67,48969453.61,41533620.62,98127604.95,55308862.51,88273039.82,52.33,13.29,76.97,80.51,77.51,30.19,67.37,21.9,82.54,61.55
48,Kare,Philippines,PHP,0.0,48.4,280360000.0,0.0,74510000.0,0.0,471000000.0,3680000000.0,520750000.0,828750000.0,177840000.0,390460000.0,76890384.66,15227136.19,65082896.83,16791031.36,19309985.0,62226681.68,69416740.38,418216.4,64426249.24,99456516.13,65047723.16,42474065.31,73986569.53,2541450.35,80516298.42,24256961.54,92388200.56,49259888.6,78855778.18,28827389.26,35.83,82.29,64.11,95.91,4.61,78.35,31.51,94.49,27.73,68.42
431,Meembee,France,EUR,0.0,44.3,2810000000.0,26030000.0,885730000.0,2850000000.0,417480000.0,0.0,0.0,497620000.0,6530000000.0,53160000000.0,49096705.8,33044833.68,5488348.67,14015979.12,72074786.35,3694933.91,72126981.19,54581436.13,71381626.14,19896826.42,79181904.33,42431877.54,14627155.58,668072.47,92822757.67,52907812.68,39687298.42,93859120.46,13180456.47,79825919.5,63.99,47.01,3.51,73.87,49.61,68.44,51.08,43.41,28.06,70.16
685,Viva,China,CNY,3770000000.0,61.8,282790000.0,61170000.0,152460000.0,2089999999.9999998,5280000000.0,568570000.0,0.0,0.0,1630000000.0,0.0,36504491.47,26631952.77,81376192.19,71502256.36,54633413.43,35304488.63,36016550.79,2714319.82,71438113.57,45693141.0,29145970.85,13111443.19,95664071.05,4658831.09,11189498.84,81841286.19,86260237.78,37783535.28,96439872.68,15662121.76,45.01,30.85,52.73,79.34,48.04,29.58,75.01,70.22,55.63,85.75
263,Babblestorm,Azerbaijan,AZN,1150000000.0,38.4,283590000.0,1140000.0,324860000.0,26260000.0,50030000000.0,113570000.0,80860000.0,1380000000.0,4690000000.0,3310000000.0,66611641.16,66653705.28,265228.92,62662057.07,34256643.82,83992619.62,84859153.93,80540860.12,41584287.66,75431504.7,55266403.26,24215197.09,16300739.49,93882387.81,44691956.13,93140393.76,13370743.0,46937606.33,40656821.85,4830548.47,59.62,19.5,84.78,98.93,88.34,50.02,15.4,39.3,49.0,32.24
453,Leexo,Dominican Republic,DOP,15380000.0,26.8,2840000000.0,1110000000.0,8670000000.0,0.0,366580000.0,364190000.0,1440000000.0,4600000000.0,9610000000.0,0.0,28551048.05,62852536.66,66457613.75,11763291.31,89260604.46,38499486.08,37800245.76,43890843.35,54084463.3,16946743.44,87239042.45,90500644.27,87641115.59,81924701.4,58938773.14,55140319.79,52160255.28,63326487.37,76342458.08,19157419.75,82.08,10.58,68.04,7.36,4.56,23.91,95.96,98.98,39.43,66.97
95,Eimbee,Colombia,COP,20870000.0,77.3,2850000000.0,5770000000.0,568320000.0,320190000.0,534710000.00000006,2000000000.0,16350000.000000002,57310000.0,371880000.0,61000000.0,4718294.25,61104793.35,52057048.5,29201836.11,85872899.72,31697491.35,64725946.51,98627300.37,40736621.6,50956961.32,78378901.62,71788462.58,1033066.4,77912516.57,92597296.56,21916637.94,28750133.55,97615274.05,64143823.3,69687680.86,46.33,53.66,1.49,42.71,89.28,88.8,62.18,87.26,73.37,42.35
412,Kayveo,Poland,PLN,970140000.0,20.5,2850000000.0,23640000000.0,6470000000.0,35980000000.0,3740000000.0,1900000000.0,4010000000.0,359690000.0,0.0,0.0,6001785.4,62742649.33,22701883.57,98105899.54,92727612.72,96477429.15,5088775.45,80596838.81,86863598.35,65170960.98,13084179.43,95788488.11,56473056.95,74190438.15,88017802.28,31398394.77,42229895.32,61702641.46,94238559.63,14873615.17,26.51,44.15,55.58,91.13,87.79,9.75,65.46,81.64,89.45,93.89
181,Shufflester,China,CNY,90320000.0,74.8,286110000.0,0.0,271660000.0,0.0,0.0,75190000000.0,378240000.0,457060000.0,61780000.0,0.0,73536701.03,27084579.35,4978531.71,8799834.6,28124455.1,49538862.54,63215685.13,71874963.43,62554474.67,38693345.64,46057641.03,65842392.23,87912017.45,77970065.96,74988177.39,84500922.77,66087638.89,43776824.37,49747568.5,57415548.0,34.61,4.84,26.64,78.04,41.99,15.77,50.59,20.87,67.81,41.08
159,Shufflester,Russia,RUB,12180000000.0,33.8,28790000.0,22850000000.0,0.0,873820000.0,63930000.0,798860000.0,2220000000.0,448400000.0,9900000000.0,0.0,14590541.76,68503595.16,67955803.08,29513727.23,5042292.3,25284783.66,55130783.54,9048668.88,47919479.28,74592116.38,24784655.67,71905403.01,55946593.5,54774175.88,39930813.17,90460036.68,85746676.64,87418822.74,43292943.79,60222657.17,99.25,48.1,12.27,15.74,36.03,74.4,86.08,71.12,14.57,26.23
942,Kazu,China,CNY,166260000.0,30.3,29030000000.0,6600000000.0,4110000000.0000005,352170000.0,9920000000.0,208930000.0,2470000000.0,728510000.0,780060000.0,754280000.0,62391001.01,51700558.04,24006853.54,80529712.07,29415261.9,46702642.88,87512889.92,33524011.61,91157794.7,48932456.0,21956696.34,77897158.1,79653243.02,49344550.61,10470223.97,54498359.06,48747047.64,52960040.76,18882969.59,369518.19,80.76,30.29,67.1,28.8,43.9,82.99,43.88,64.07,76.4,36.93
612,Browsedrive,Portugal,EUR,8020000000.0,40.2,29100000000.0,11010000000.0,50640000.0,1890000000.0,3990000000.0,0.0,30650000.0,299600000.0,50200000000.0,9260000000.0,39929984.11,80372741.31,46800279.3,11964800.45,55458412.66,77169582.85,44939966.38,1238493.85,89057026.55,2149406.49,59102116.66,55385653.35,78030216.86,53340534.17,8002651.49,21110429.67,19575666.64,9601553.21,91241443.37,72780961.82,24.53,34.88,56.84,95.76,15.37,83.62,23.68,36.07,85.95,21.73
140,Skaboo,Thailand,THB,0.0,77.3,29210000.0,79040000.0,5640000000.0,2049999999.9999998,37350000000.0,274060000.0,233830000.0,8150000000.0,0.0,5530000000.0,17963310.42,43124203.15,30541001.6,3755941.28,46713989.52,61543321.88,96650861.48,4184753.15,51157770.0,2674826.77,93932715.69,20445768.47,92702406.93,12916660.25,84693482.96,52334373.27,17190260.62,94171056.01,57488567.99,58750417.24,95.35,89.06,38.72,84.64,26.99,84.65,62.28,89.66,83.87,13.03
423,Wikido,Indonesia,IDR,1560000000.0,87.7,2920000000.0,311180000.0,54900000.0,6180000000.0,143330000.0,24000000.0,3660000000.0,0.0,407510000.0,229430000.0,67204293.1,72713532.84,30553630.96,67429905.67,11987377.92,46109502.98,64648765.35,11388527.29,22938523.1,47863050.77,78730651.14,96899281.55,45251144.24,80168489.39,72519005.71,2206389.28,50366859.49,19238222.21,21833676.97,76894525.02,39.43,95.58,68.06,46.57,32.02,39.77,79.94,26.33,71.1,67.69
625,Bubbletube,Guam,USD,0.0,90.7,2920000000.0,0.0,33290000000.0,3680000000.0,357950000.0,9710000000.0,610360000.0,58280000.0,0.0,21600000.0,57319819.68,41446767.37,98848816.36,66185732.59,95463225.57,81881731.2,49801361.06,86790613.93,79169330.28,74890775.83,6206899.39,74806022.2,18210502.75,22186521.22,26972497.85,176446.23,74237207.81,39116074.54,39619193.78,6686739.25,56.26,68.69,62.66,52.17,82.44,63.53,81.97,50.93,66.34,53.69
172,Gigazoom,China,CNY,0.0,23.4,29430000000.0,366580000.0,91070000.0,41770000000.0,1830000000.0,3640000.0,8830000.0,12880000000.0,1600000000.0,0.0,28426060.49,50563848.96,85135120.16,71579625.49,28572198.23,16761274.41,96562724.15,65565906.15,9754107.63,8622234.37,60241361.71,87542393.5,41155181.41,44567893.12,71280909.42,11199850.68,96351919.43,936305.91,11305779.92,94950791.93,60.9,72.79,54.05,75.48,20.67,18.18,33.45,76.06,90.16,99.71
656,Lazz,China,CNY,0.0,29.5,294930000.0,687820000.0,3720000000.0,196390000.0,952640000.0,29050000000.0,92990000.0,497620000.0,10990000.0,325530000.0,96126705.56,41612065.92,7096665.69,56965294.0,86588878.55,24468346.74,74166501.01,91688512.54,21311624.85,82135271.76,54806951.11,2309474.49,82973745.74,26774326.63,64936644.54,28174549.94,23570532.64,20650502.7,20999478.1,25468990.41,48.27,95.95,58.98,1.89,22.49,31.27,50.64,59.36,79.26,17.19
24,Avavee,Canada,CAD,5570000.0,93.9,29490000.0,113180000.0,41020000.0,34860000.0,28990000.0,0.0,2080000000.0,12540000000.0,229800000.0,72810000.0,85822656.23,57327760.0,16215225.57,49454828.45,14456385.22,56096032.99,48443744.22,29622016.92,51090917.33,27572283.08,26708233.7,1439173.58,81610179.82,49709880.08,81094636.69,93825975.78,63967485.9,18610467.32,57730403.52,75253448.72,54.05,5.41,93.1,34.12,64.04,19.08,41.26,86.79,76.85,43.99
727,Ozu,Afghanistan,AFN,0.0,98.2,295280000.0,128880000.0,222280000.0,515960000.00000006,121470000.0,151540000.0,111850000.0,125470000.0,0.0,0.0,31775429.77,88737689.37,49955173.12,2715695.72,33802119.19,64266356.05,91100942.17,97421987.66,66163709.07,54622072.32,41143093.71,19829790.29,68170618.44,94835194.9,87541840.09,51812427.16,87389255.57,56282982.76,48685816.67,41078758.84,10.71,46.42,82.08,75.73,72.55,30.66,41.88,35.61,96.65,77.04
